	,	,	,	,Quantidades,	,	,  	,	,	,Tamanhos,	,	,  	,	,Tempo (ms),	,	,	,	
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+10-56-50.har,45,9,12,1,1,68,4807,38984,138069,44874,22748,249482,69692,13378,7285,90355,6013,2409
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+10-58-55.har,45,9,12,1,1,68,4809,38984,138069,44874,22748,249484,115575,25850,12599,154024,10835,4467
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+11-00-51.har,45,9,12,1,1,68,4809,38984,138069,44874,22748,249484,71935,15964,8004,95903,6937,2720
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+11-02-54.har,45,9,12,1,1,68,4825,38984,138069,44886,22748,249512,134906,27879,11433,174218,10194,4513
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+11-04-58.har,45,9,12,1,1,68,4809,38984,138069,44874,22748,249484,68633,10935,15214,94782,14419,2512
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+11-07-21.har,45,9,12,1,1,68,4807,38984,138069,44874,22748,249482,551501,100753,29329,681583,38737,19366
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+11-08-53.har,45,9,12,1,1,68,4809,38984,138069,44874,22748,249484,58683,10358,7689,76730,7048,2856
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+11-10-49.har,45,9,12,1,1,68,4809,38984,138069,44874,22748,249484,88204,13513,10464,112181,6510,2606
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+11-12-59.har,45,9,12,1,1,68,4810,38984,138069,44874,22748,249485,126403,26186,13685,166274,15579,2991
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+11-14-52.har,45,9,12,1,1,68,4810,38984,138069,44874,22748,249485,70653,10932,8194,89779,7845,2636
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+11-16-52.har,45,9,12,1,1,68,4809,38984,138069,44874,22748,249484,124449,12262,8581,145292,8387,3635
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+11-18-49.har,45,9,12,1,1,68,4809,38984,138069,44874,22748,249484,67465,12030,6897,86392,6067,2525
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+11-20-52.har,45,9,12,1,1,68,4810,38984,138069,44874,22748,249485,59634,15322,7533,82489,7790,3200
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+11-22-53.har,45,9,12,1,1,68,4807,38984,138069,44874,22748,249482,53417,9474,9821,72712,9111,2307
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+11-24-49.har,45,9,12,1,1,68,4809,38984,138069,44874,22748,249484,52316,9474,6613,68403,5561,2020
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+11-26-50.har,45,9,12,1,1,68,4811,38984,138069,44874,22748,249486,69605,12255,6614,88474,5797,1944
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+11-28-49.har,45,9,12,1,1,68,4808,38984,138069,44874,22748,249483,64878,9912,6553,81343,5670,2112
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+11-30-50.har,45,9,12,1,1,68,4808,38984,138069,44874,22748,249483,61543,12952,7252,81747,5661,2029
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+11-32-58.har,45,9,12,1,1,68,4808,38984,138069,44874,22748,249483,291379,56804,8094,356277,15089,11686
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+11-34-54.har,45,9,12,1,1,68,4808,38984,138069,44874,22748,249483,52872,8332,14728,75932,10164,1988
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+11-36-50.har,45,9,12,1,1,68,4809,38984,138069,44874,22748,249484,51410,9610,6802,67822,5679,2107
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+11-38-51.har,45,9,12,1,1,68,4810,38984,138069,44874,22748,249485,43287,9021,8159,60467,7418,2324
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+11-40-51.har,45,9,12,1,1,68,4810,38984,138069,44874,22748,249485,57428,12659,6678,76765,5598,2042
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+11-42-50.har,45,9,12,1,1,68,4809,38984,138069,44874,22748,249484,65369,15291,6630,87290,5996,2048
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+11-44-52.har,45,9,12,1,1,68,4810,38984,138069,44874,22748,249485,57338,10399,8356,76093,7815,2418
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+11-46-52.har,45,9,12,1,1,68,4809,38984,138069,44874,22748,249484,73317,13381,6211,92909,6209,2844
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+11-48-51.har,45,9,12,1,1,68,4810,38984,138069,44874,22748,249485,56845,11466,8446,76757,7655,2244
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+11-50-50.har,45,9,12,1,1,68,4808,38984,138069,44874,22748,249483,87823,8901,6551,103275,6303,2469
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+11-52-57.har,46,9,12,1,1,69,5451,38984,138069,44874,22748,250126,155841,17509,7299,180649,11407,5794
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+11-54-57.har,45,9,12,1,1,68,4809,38984,138069,44874,22748,249484,103904,44599,13058,161561,12743,2271
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+11-56-50.har,45,9,12,1,1,68,4809,38984,138069,44874,22748,249484,71131,7980,6771,85882,5849,2162
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+11-58-50.har,46,9,12,1,1,69,5453,38984,138069,44874,22748,250128,48988,10453,6363,65804,5484,1908
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+12-00-51.har,45,9,12,1,1,68,4809,38984,138069,44874,22748,249484,71279,15776,7709,94764,6962,2491
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+12-02-50.har,45,9,12,1,1,68,4810,38984,138069,44874,22748,249485,68034,15377,6880,90291,5811,2251
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+12-04-50.har,45,9,12,1,1,68,4808,38984,138069,44874,22748,249483,45519,9029,7724,62272,6343,2096
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+12-06-51.har,45,9,12,1,1,68,4810,38984,138069,44874,22748,249485,45165,9062,7368,61595,6752,1958
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+12-08-50.har,45,9,12,1,1,68,4810,38984,138069,44874,22748,249485,50736,9780,7267,67783,6095,2229
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+12-10-50.har,45,9,12,1,1,68,4808,38984,138069,44874,22748,249483,50713,11110,6580,68403,5567,2187
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+12-12-49.har,45,9,12,1,1,68,4809,38984,138069,44874,22748,249484,53489,10436,6287,70212,5572,2076
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+12-14-53.har,45,9,12,1,1,68,4809,38984,138069,44874,22748,249484,58725,10116,9994,78835,9016,2390
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+12-16-50.har,45,9,12,1,1,68,4809,38984,138069,44874,22748,249484,63781,10159,6819,80759,6074,2423
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+12-18-50.har,45,9,12,1,1,68,4809,38984,138069,44874,22748,249484,61479,12156,6238,79873,6614,4514
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo4\www.ufop.br+2015-05-05+12-20-53.har,45,9,12,1,1,68,4809,38984,138069,44874,22748,249484,67294,13041,7425,87760,8972,5373
