	,	,	,	,Quantidades,	,	,  	,	,	,Tamanhos,	,	,  	,	,Tempo (ms),	,	,	,	
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+08-50-46.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,61977,11919,6772,80668,5658,2112
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+08-52-46.har,45,9,12,1,1,68,4811,38984,138069,44873,22748,249485,75028,13947,8758,97733,5897,2345
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+08-54-48.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,65446,14755,7362,87563,7235,2211
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+08-56-47.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,64340,10652,6880,81872,5893,2355
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+08-58-46.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,62508,10294,6862,79664,5779,2252
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+09-00-47.har,45,9,12,1,1,68,4808,38984,138069,44873,22748,249482,58348,9326,6882,74556,5965,2311
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+09-02-47.har,45,9,12,1,1,68,4807,38984,138069,44873,22748,249481,57737,10932,7348,76017,6474,2252
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+09-04-46.har,45,9,12,1,1,68,4808,38984,138069,44873,22748,249482,61496,11715,6488,79699,5779,2249
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+09-06-47.har,45,9,12,1,1,68,4808,38984,138069,44873,22748,249482,57620,10459,6619,74698,5893,2319
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+09-08-47.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,64167,12281,7063,83511,5873,2348
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+09-10-46.har,45,9,12,1,1,68,4808,38984,138069,44873,22748,249482,62270,11016,6707,79993,5822,2203
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+09-13-05.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,352155,50444,29566,432165,21655,13518
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+09-15-16.har,45,9,12,1,3,70,4809,38984,138069,44873,26279,253014,427589,96150,85990,609729,33709,21241
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+09-16-57.har,45,9,12,1,1,68,4808,38984,138069,44873,22748,249482,170831,22064,15664,208559,16112,6384
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+09-18-52.har,45,9,12,1,1,68,4811,38984,138069,44873,22748,249485,132339,26431,26762,185532,10780,2105
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+09-20-46.har,45,9,12,1,1,68,4807,38984,138069,44873,22748,249481,49601,11052,6831,67484,5599,2321
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+09-22-47.har,45,9,12,1,1,68,4807,38984,138069,44873,22748,249481,54236,12016,6800,73052,5531,2227
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+09-24-46.har,45,9,12,1,1,68,4808,38984,138069,44873,22748,249482,53629,10295,6585,70509,5654,2097
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+09-26-47.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,51533,11047,6996,69576,5518,2247
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+09-28-47.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,55723,11683,7196,74602,5583,2299
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+09-30-47.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,44105,8050,6789,58944,5855,2267
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+09-32-46.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,50502,10534,6521,67557,5306,1992
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+09-34-45.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,55321,10770,7442,73533,5513,2217
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+09-36-56.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,42192,8918,16132,67242,15212,2671
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+09-38-47.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,49375,9950,6412,65737,5433,2105
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+09-40-46.har,45,9,12,1,1,68,4808,38984,138069,44873,22748,249482,52345,10826,6598,69769,5469,2205
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+09-42-47.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,69437,11605,6972,88014,5973,2607
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+09-44-47.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,105904,8262,5617,119783,6898,2709
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+09-46-47.har,45,9,12,1,1,68,4811,38984,138069,44873,22748,249485,60700,9572,8444,78716,6193,2319
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+09-48-48.har,45,9,12,1,1,68,4808,38984,138069,44873,22748,249482,61060,10634,8977,80671,6672,3402
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+09-50-46.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,49782,8858,6832,65472,6018,2209
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+09-52-47.har,45,9,12,1,1,68,4808,38984,138069,44873,22748,249482,68508,12349,8009,88866,5667,2125
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+09-54-45.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,56451,12198,6771,75420,5509,2232
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+09-56-47.har,45,9,12,1,1,68,4826,38984,138069,44885,22748,249512,41406,10108,7739,59253,6281,2991
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+09-58-46.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,53469,12305,6587,72361,5512,2245
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+10-00-47.har,45,9,12,1,1,68,4811,38984,138069,44873,22748,249485,51499,10039,7658,69196,6687,2129
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+10-02-47.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,48695,9693,7009,65397,5979,2324
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+10-04-49.har,46,9,12,1,1,69,5451,38984,138069,44873,22748,250125,67468,12751,7973,88192,6581,2697
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+10-06-47.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,68642,13672,6687,89001,5884,2345
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+10-08-48.har,45,9,12,1,1,68,4804,38984,138069,44873,22748,249478,70547,11579,7320,89446,6507,2685
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+10-10-48.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,63241,11265,8253,82759,6541,2369
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+10-12-46.har,45,9,12,1,1,68,4811,38984,138069,44873,22748,249485,54780,9765,6791,71336,5850,2310
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+10-14-47.har,45,9,12,1,1,68,4808,38984,138069,44873,22748,249482,52845,11075,6898,70818,5842,2882
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+10-16-47.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,63481,11674,7240,82395,6120,2568
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+10-18-46.har,45,9,12,1,1,68,4808,38984,138069,44873,22748,249482,61799,12129,6819,80747,5921,2357
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+10-20-46.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,69627,12702,8640,90969,5813,2273
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+10-22-48.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,54411,9545,6941,70897,5907,2249
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+10-24-46.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,59677,11091,6506,77274,5822,2276
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+10-26-47.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,60162,10713,7083,77958,5901,2378
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+10-28-49.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,42843,8998,9894,61735,9150,2838
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+10-30-46.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,55793,12435,6973,75201,5520,2254
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+10-32-47.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,58687,13257,7205,79149,5702,2142
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+10-34-46.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,54571,10449,6722,71742,5660,2300
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+10-36-48.har,45,9,12,1,1,68,4808,38984,138069,44873,22748,249482,99917,12483,6330,118730,6308,2451
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+10-38-48.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,104074,12597,6442,123113,7630,2264
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+10-40-46.har,45,9,12,1,1,68,4808,38984,138069,44873,22748,249482,56326,11136,6881,74343,5701,2032
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+10-42-47.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,53006,9345,6643,68994,5662,2106
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+10-44-50.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,66511,13707,14529,94747,8625,2235
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+10-47-06.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,55350,28720,7942,92012,24038,2140
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+10-48-49.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,48539,9922,7829,66290,7380,2375
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+10-50-47.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,62389,14289,6985,83663,5638,2359
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+10-52-48.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,74994,16192,7235,98421,6824,2675
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+10-54-48.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,44551,9002,6819,60372,6021,2148
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+10-56-48.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,60673,12091,9555,82319,6637,3314
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+10-58-48.har,45,9,12,1,1,68,4811,38984,138069,44873,22748,249485,60700,14002,8751,83453,6684,3398
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+11-00-47.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,65272,14417,7889,87578,6302,2451
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+11-02-48.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,67047,11860,8105,87012,6679,2433
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+11-04-49.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,59987,12209,8284,80480,7341,2629
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+11-06-50.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,53049,10108,9488,72645,7946,2443
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+11-08-48.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,60718,10770,8210,79698,6496,2529
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+11-10-47.har,45,9,12,1,1,68,4807,38984,138069,44873,22748,249481,47172,9395,6278,62845,5471,2203
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+11-12-52.har,45,9,12,1,1,68,4811,38984,138069,44873,22748,249485,57823,15077,8748,81648,10411,2208
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+11-14-47.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,57267,11670,7331,76268,5888,2201
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+11-17-05.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,77784,18132,25522,121438,23049,2387
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+11-19-01.har,45,9,12,1,1,68,4808,38984,138069,44873,22748,249482,283731,46131,22206,352068,16799,12975
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+11-20-50.har,45,9,12,1,1,68,4808,38984,138069,44873,22748,249482,65591,9854,8388,83833,7839,2450
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+11-22-49.har,45,9,12,1,1,68,4808,38984,138069,44873,22748,249482,59786,12709,8724,81219,7218,2309
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+11-24-49.har,45,9,12,1,1,68,4807,38984,138069,44873,22748,249481,69032,10721,13913,93666,7499,2168
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+11-26-51.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,140360,16282,8720,165362,9052,7209
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+11-28-52.har,45,9,12,1,1,68,4808,38984,138069,44873,22748,249482,139838,14881,7259,161978,9433,5737
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+11-30-48.har,45,9,12,1,1,68,4811,38984,138069,44873,22748,249485,61544,10330,8005,79879,6374,2526
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+11-32-52.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,87168,21008,12045,120221,9876,3832
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+11-34-47.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,64429,14192,6758,85379,5603,2340
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+11-36-47.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,53869,10488,6741,71098,5479,2102
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+11-38-49.har,45,9,12,1,1,68,4808,38984,138069,44873,22748,249482,55942,13774,7099,76815,7173,2142
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+11-40-51.har,45,9,12,1,1,68,4808,38984,138069,44873,22748,249482,102466,18676,7655,128797,9269,6081
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+11-42-52.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,50790,8676,10797,70263,9958,2224
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+11-44-48.har,45,9,12,1,1,68,4811,38984,138069,44873,22748,249485,62086,9969,6214,78269,5886,2530
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+11-46-50.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,55716,18313,6814,80843,7961,2104
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+11-48-50.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,56133,11308,10104,77545,7879,2250
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+11-50-47.har,45,9,12,1,1,68,4808,38984,138069,44873,22748,249482,54595,9869,7317,71781,5477,2126
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+11-52-51.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,56542,9011,7355,72908,8867,5299
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+11-54-51.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,75877,10533,7535,93945,9222,5816
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+11-56-47.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,60191,10739,6552,77482,5652,2265
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+11-58-48.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,59110,8295,7848,75253,6031,2176
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+12-00-48.har,45,9,12,1,1,68,4811,38984,138069,44873,22748,249485,66152,11330,7537,85019,5620,2226
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+12-02-51.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,48605,8510,10390,67505,9551,2120
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+12-04-47.har,45,9,12,1,1,68,4811,38984,138069,44873,22748,249485,46538,9079,6276,61893,5436,2080
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+12-06-48.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,54140,10357,6647,71144,5505,2153
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+12-08-49.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,55337,14839,6812,76988,6694,2571
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+12-10-47.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,59537,10154,6678,76369,5641,2081
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+12-12-50.har,45,9,12,1,1,68,4807,38984,138069,44873,22748,249481,118018,12203,6990,137211,8298,5574
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+12-14-49.har,45,9,12,1,1,68,4811,38984,138069,44873,22748,249485,53395,9953,6692,70040,5632,2084
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+12-16-48.har,45,9,12,1,1,68,4811,38984,138069,44873,22748,249485,58446,9678,7482,75606,5808,2394
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+12-18-47.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,52207,10842,6393,69442,5584,2031
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+12-20-47.har,45,9,12,1,1,68,4808,38984,138069,44873,22748,249482,57111,10596,7050,74757,5652,2079
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+12-22-47.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,71310,14116,6845,92271,5836,2272
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+12-24-51.har,45,9,12,1,1,68,4807,38984,138069,44873,22748,249481,65633,11464,6539,83636,8871,5284
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+12-26-48.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,66394,12156,6743,85293,5854,2319
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+12-28-48.har,45,9,12,1,1,68,4807,38984,138069,44873,22748,249481,94300,9938,7012,111250,6607,2757
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+12-30-48.har,45,9,12,1,1,68,4808,38984,138069,44873,22748,249482,55384,12542,6900,74826,6561,2183
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+12-32-48.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,56447,9853,6701,73001,6060,2388
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+12-34-48.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,64294,10218,7037,81549,6002,2473
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+12-36-48.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,60961,11239,7209,79409,5705,2173
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+12-38-48.har,45,9,12,1,1,68,4811,38984,138069,44873,22748,249485,63943,11472,6386,81801,5924,2055
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+12-40-48.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,68231,12200,7757,88188,6165,2766
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+12-42-50.har,45,9,12,1,1,68,4808,38984,138069,44873,22748,249482,68431,12789,6787,88007,7131,2337
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+12-44-48.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,76850,14412,7959,99221,6100,2491
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+12-46-49.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,113249,9891,7085,130225,7058,2829
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+12-48-52.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,123658,13923,6610,144191,10347,5899
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+12-50-48.har,45,9,12,1,1,68,4808,38984,138069,44873,22748,249482,66209,10070,6487,82766,6086,2525
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+12-52-54.har,45,9,12,1,1,68,4806,38984,138069,44873,22748,249480,65330,12509,6318,84157,12076,8474
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+12-54-49.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,55405,9280,7882,72567,7280,2222
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+12-56-48.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,51659,9424,6972,68055,5672,2124
