	,	,	,	,Quantidades,	,	,  	,	,	,Tamanhos,	,	,  	,	,Tempo (ms),	,	,	,	
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+12-58-47.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,63565,11815,6850,82230,5888,2631
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+13-00-49.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,102290,12674,6858,121822,6711,2976
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+13-02-51.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,121369,9147,8201,138717,9258,4869
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+13-04-48.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,59850,10246,7225,77321,5937,2382
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+13-06-48.har,45,9,12,1,1,68,4811,38984,138069,44873,22748,249485,48593,9057,6841,64491,5474,2012
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+13-08-48.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,55669,11014,6644,73327,5668,2114
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+13-10-48.har,45,9,12,1,1,68,4807,38984,138069,44873,22748,249481,66445,9793,7867,84105,6424,1837
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+13-12-51.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,52494,9809,6472,68775,5616,2075
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+13-14-48.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,51772,10620,6396,68788,5487,1956
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+13-16-48.har,45,9,12,1,1,68,4808,38984,138069,44873,22748,249482,60174,13278,6689,80141,6618,2240
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+13-18-48.har,45,9,12,1,1,68,4808,38984,138069,44873,22748,249482,49012,8725,7224,64961,5945,2081
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+13-20-48.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,53831,10892,7236,71959,5660,2083
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+13-22-47.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,56653,9507,6270,72430,5581,2014
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+13-24-48.har,45,9,12,1,1,68,4811,38984,138069,44873,22748,249485,52668,9879,6814,69361,5498,2091
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+13-26-50.har,45,9,12,1,1,68,4811,38984,138069,44873,22748,249485,54731,10411,6362,71504,8500,5222
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+13-28-52.har,45,9,12,1,1,68,4808,38984,138069,44873,22748,249482,103330,8825,8673,120828,9805,5643
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+13-30-48.har,45,9,12,1,1,68,4811,38984,138069,44873,22748,249485,57988,15320,6538,79846,6018,2010
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+13-32-48.har,46,9,12,1,1,69,4914,38984,138069,44873,22748,249588,57660,9669,6255,73584,6001,2414
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+13-34-48.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,59614,10766,6348,76728,5766,2237
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+13-36-49.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,62557,10971,6652,80180,5903,2276
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+13-38-48.har,45,9,12,1,1,68,4811,38984,138069,44873,22748,249485,68761,13041,7616,89418,6645,2365
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+13-40-48.har,45,9,12,1,1,68,4808,38984,138069,44873,22748,249482,76304,13360,7114,96778,6221,2677
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+13-42-48.har,45,9,12,1,1,68,4808,38984,138069,44873,22748,249482,65110,12946,6910,84966,6240,2644
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+13-44-48.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,56386,10622,7041,74049,5848,2268
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+13-46-52.har,45,9,12,1,1,68,4811,38984,138069,44873,22748,249485,157772,13730,8674,180176,10309,5952
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+13-48-56.har,45,9,12,1,1,68,4806,38984,138069,44873,22748,249480,117032,17975,15791,150798,13821,3099
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+13-50-50.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,101421,18804,9317,129542,8633,2434
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+13-52-49.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,92341,14638,7043,114022,6969,3291
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+13-54-48.har,45,9,12,1,1,68,4811,38984,138069,44873,22748,249485,56762,9859,6582,73203,5974,2341
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+13-56-48.har,45,9,12,1,1,68,4808,38984,138069,44873,22748,249482,79855,12903,7333,100091,6457,2916
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+13-58-47.har,45,9,12,1,1,68,4808,38984,138069,44873,22748,249482,67379,11869,7003,86251,5758,2178
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+14-00-49.har,45,9,12,1,1,68,4811,38984,138069,44873,22748,249485,78838,17143,7617,103598,6892,2424
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+14-02-47.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,52935,10050,6631,69616,5548,2133
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+14-04-47.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,57356,11780,6489,75625,5422,2025
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+14-06-48.har,45,9,12,1,1,68,4810,38984,138069,44873,22748,249484,63090,10661,7316,81067,5575,1983
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+14-08-50.har,45,9,12,1,1,68,4809,38984,138069,44873,22748,249483,45101,8374,6525,60000,5920,2025
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+14-10-49.har,45,9,12,1,1,68,4808,38984,138069,44942,22748,249551,91491,12436,9707,113634,6688,2843
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+14-12-55.har,45,9,12,1,1,68,4810,38984,138069,44898,22748,249509,84516,17840,15372,117728,11241,2118
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+14-14-51.har,45,9,12,1,1,68,4824,38984,138069,44915,22748,249540,64876,10232,10047,85155,8988,3257
Home,D:\monofinal\src\harRepository\testeHomeUfopNovo3\www.ufop.br+2015-05-04+14-16-49.har,45,9,12,1,1,68,4810,38984,138069,44901,22748,249512,52321,9706,6573,68600,5617,2200
