	,	,	,	,Quantidades,	,	,  	,	,	,Tamanhos,	,	,  	,	,Tempo (ms),	,	,	,	
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+00-49-46.har,45,9,12,1,1,68,889360,38984,138069,44914,21459,1132786,75137,11466,7099,93702,5650,2494
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+00-55-46.har,45,9,12,1,1,68,888685,38984,138069,44914,21459,1132111,70464,10387,7085,87936,5565,2567
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+01-01-46.har,45,9,12,1,1,68,889360,38984,138069,44914,21459,1132786,69716,10278,7283,87277,5656,2660
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+01-07-47.har,45,9,12,1,1,68,891060,38984,138069,44926,21459,1134498,74743,11813,7130,93686,6543,3394
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+01-13-46.har,45,9,12,1,1,68,888170,38984,138069,44914,21459,1131596,70701,10522,6928,88151,5540,2526
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+01-19-45.har,45,9,12,1,1,68,891060,38984,138069,44914,21459,1134486,73093,10764,7040,90897,5561,2430
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+01-25-46.har,45,9,12,1,1,68,891060,38984,138069,44914,21459,1134486,75445,10822,6827,93094,5566,2404
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+01-31-46.har,45,9,12,1,1,68,896483,38984,138069,44914,21459,1139909,74956,9942,7161,92059,5611,2414
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+01-37-46.har,45,9,12,1,1,68,896483,38984,138069,44914,21459,1139909,72914,10122,7279,90315,5663,2536
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+01-43-46.har,45,9,12,1,1,68,888170,38984,138069,44914,21459,1131596,72082,11028,6651,89761,5544,2400
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+01-49-46.har,45,9,12,1,1,68,888170,38984,138069,44914,21459,1131596,70811,10701,6673,88185,5581,2448
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+01-55-47.har,45,9,12,1,1,68,891060,38984,138069,44926,21459,1134498,72218,10975,7205,90398,6644,3487
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+02-01-45.har,45,9,12,1,1,68,888685,38984,138069,44914,21459,1132111,71438,10455,7002,88895,5540,2571
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+02-07-47.har,45,9,12,1,1,68,891373,38984,138069,44914,21459,1134799,71905,9539,7100,88544,5590,2575
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+02-13-46.har,46,9,12,1,1,69,896518,38984,138069,44914,21459,1139944,63291,8697,6789,78777,5699,2571
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+02-19-46.har,45,9,12,1,1,68,888170,38984,138069,44914,21459,1131596,68138,9515,6663,84316,5522,2366
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+02-25-46.har,45,9,12,1,1,68,896483,38984,138069,44914,21459,1139909,68857,11128,7316,87301,5565,2578
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+02-31-45.har,45,9,12,1,1,68,891373,38984,138069,44914,21459,1134799,72772,10125,6846,89743,5556,2391
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+02-37-45.har,45,9,12,1,1,68,885460,38984,138069,44914,21459,1128886,70616,11542,6760,88918,5522,2386
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+02-43-46.har,45,9,12,1,1,68,888170,38984,138069,44914,21459,1131596,76243,12762,6413,95418,6609,2401
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+02-49-46.har,45,9,12,1,1,68,891060,38984,138069,44914,21459,1134486,75411,11356,6846,93613,5608,2407
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+02-55-45.har,45,9,12,1,1,68,888170,38984,138069,44914,21459,1131596,70869,9685,6973,87527,5624,2555
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+03-01-46.har,45,9,12,1,1,68,888685,38984,138069,44914,21459,1132111,73907,10446,6802,91155,5561,2402
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+03-07-46.har,45,9,12,1,1,68,893954,38984,138069,44914,21459,1137380,71952,10357,6990,89299,5592,2418
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+03-13-47.har,45,9,12,1,1,68,893954,38984,138069,44926,21459,1137392,76274,12215,6957,95446,6613,3448
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+03-19-45.har,45,9,12,1,1,68,889360,38984,138069,44914,21459,1132786,73748,10887,7007,91642,5548,2392
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+05-19-47.har,45,9,12,1,1,68,888685,38984,138069,44926,21459,1132123,71020,11062,6617,88699,6725,3594
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+05-25-45.har,45,9,12,1,1,68,896483,38984,138069,44914,21459,1139909,72358,9763,7083,89204,5545,2374
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+05-31-46.har,45,9,12,1,1,68,891373,38984,138069,44914,21459,1134799,71921,10357,6831,89109,5513,2375
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+05-37-46.har,45,9,12,1,1,68,888685,38984,138069,44914,21459,1132111,68891,10475,7134,86500,5545,2573
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+05-43-46.har,45,9,12,1,1,68,889360,38984,138069,44914,21459,1132786,73609,10762,7145,91516,5579,2513
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+05-49-46.har,45,9,12,1,1,68,893954,38984,138069,44914,21459,1137380,72866,11423,6926,91215,5579,2436
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+05-55-46.har,45,9,12,1,1,68,888685,38984,138069,44914,21459,1132111,70509,10390,6943,87842,5609,2581
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+06-01-47.har,45,9,12,1,1,68,889360,38984,138069,44914,21459,1132786,73828,10982,7155,91965,5626,2505
Home,D:\Monografia\src\harRepository\testeHomeUfop\www.ufop.br+2015-04-24+06-07-46.har,45,9,12,1,1,68,896483,38984,138069,44914,21459,1139909,73332,10621,7080,91033,5567,2431
